year,date_doy,month,day,source_type,source,tempC,tempF
1440,98,Apr,7,2,MOROSATOKI,8,46.4
1441,105,Apr,15,2,INRYOGEN-NICHIROKU,6,42.8
1442,NA,NA,NA,NA,-,NA,NA
1443,107,Apr,17,2,KANMON-GYOKI,5.4,41.72
1444,109,Apr,18,2,YASUTOMIKI,4.9,40.82
1445,NA,NA,NA,NA,-,NA,NA
1446,108,Apr,18,2,GYOUKO-HOIN-NIKKI,5.2,41.36
1447,111,Apr,21,4,SOKONSHU,4.3,39.74
1448,96,Apr,5,2,YASUTOMIKI,8.6,47.48
1449,95,Apr,5,2,ZOKU-HONCHOTSUKAN,8.9,48.02
1450,100,Apr,10,1,YASUTOMIKI,7.4,45.32
1451,103,Apr,13,1,YASUTOMIKI,6.6,43.88
1452,92,Apr,1,2,ZOKU-SHIGUSHO,9.9,49.82
1453,107,Apr,17,4,SOKONSHU,5.4,41.72
1454,105,Apr,15,4,SOKONSHU,6,42.8
1455,96,Apr,6,1,GAUN-NIKKENROKU-BATSUYU,8.6,47.48
1456,106,Apr,15,2,MOROSATOKI,5.7,42.26
1457,105,Apr,15,2,ZOKU-HONCHOTSUKAN,6,42.8
1458,112,Apr,22,2,INRYOGEN-NICHIROKU,4.1,39.38
1459,113,Apr,23,2,INRYOGEN-NICHIROKU,3.8,38.84
1460,111,Apr,20,2,INRYOGEN-NICHIROKU,4.3,39.74
1461,106,Apr,16,2,INRYOGEN-NICHIROKU,5.7,42.26
1462,106,Apr,16,2,INRYOGEN-NICHIROKU,5.7,42.26
1463,101,Apr,11,2,INRYOGEN-NICHIROKU,7.2,44.96
1464,104,Apr,13,2,INRYOGEN-NICHIROKU,6.3,43.34
1465,98,Apr,8,2,INRYOGEN-NICHIROKU,8,46.4
1466,105,Apr,15,2,INRYOGEN-NICHIROKU,6,42.8
1467,101,Apr,11,8,EST-from-WF(GOHOKOINKI),7.2,44.96
1468,101,Apr,10,1,HEKIZAN-NICHIROKU,7.2,44.96
1469,NA,NA,NA,NA,-,NA,NA
1470,NA,NA,NA,NA,-,NA,NA
1471,NA,NA,NA,NA,-,NA,NA
1472,114,Apr,23,2,CHIKANAGA-KYOKI,3.5,38.3
1473,NA,NA,NA,NA,-,NA,NA
1474,98,Apr,8,4,ENROKUCHOKASHU,8,46.4
1475,NA,NA,NA,NA,-,NA,NA
1476,100,Apr,9,2,SANETAKA-KOKI,7.4,45.32
1477,110,Apr,20,1,OYUDONONO-UENO-NIKKI,4.6,40.28
1478,115,Apr,25,1,SANETAKA-KOKI,3.2,37.76
1479,110,Apr,20,2,SANETAKA-KOKI,4.6,40.28
1480,104,Apr,13,3,OYUDONONO-UENO-NIKKI [EDA],6.3,43.34
1481,106,Apr,16,2,SANETAKA-KOKI,5.7,42.26
1482,108,Apr,18,1,OYUDONONO-UENO-NIKKI,5.2,41.36
1483,101,Apr,11,2,OYUDONONO-UENO-NIKKI,7.2,44.96
1484,97,Apr,6,2,OYUDONONO-UENO-NIKKI,8.3,46.94
1485,94,Apr,4,1,OYUDONONO-UENO-NIKKI,9.3,48.74
1486,99,Apr,9,1,OYUDONONO-UENO-NIKKI,7.7,45.86
1487,93,Apr,3,1,SANETAKA-KOKI,9.6,49.28
1488,103,Apr,12,1,OYUDONONO-UENO-NIKKI,6.6,43.88
1489,100,Apr,10,2,(SHIRYO-SHORAN),7.4,45.32
1490,97,Apr,7,1,INRYOGEN-NICHIROKU,8.3,46.94
1491,107,Apr,17,2,SANETAKA-KOKI,5.4,41.72
1492,108,Apr,17,2,OYUDONONO-UENO-NIKKI,5.2,41.36
1493,100,Apr,10,2,OYUDONONO-UENO-NIKKI,7.4,45.32
1494,106,Apr,16,2,OYUDONONO-UENO-NIKKI,5.7,42.26
1495,94,Apr,4,2,OYUDONONO-UENO-NIKKI,9.3,48.74
1496,97,Apr,6,2,OYUDONONO-UENO-NIKKI,8.3,46.94
1497,108,Apr,18,2,CHIKANAGA-KYOKI,5.2,41.36
1498,97,Apr,7,2,OYUDONONO-UENO-NIKKI,8.3,46.94
1499,111,Apr,21,2,OYUDONONO-UENO-NIKKI,4.3,39.74
1500,97,Apr,7,2,OYUDONONO-UENO-NIKKI,8.3,46.94
1501,103,Apr,13,2,SANETAKA-KOKI,6.6,43.88
1502,115,Apr,25,1,NOBUTANE-KYOKI,3.2,37.76
1503,108,Apr,18,2,SANETAKA-KOKI,5.2,41.36
1504,114,Apr,23,1,SANETAKA-KOKI,3.5,38.3
1505,106,Apr,16,2,NISUIKI,5.7,42.26
1506,106,Apr,16,1,MOTONAGA-KYOKI,5.7,42.26
1507,108,Apr,18,2,MOTONAGA-KYOKI,5.2,41.36
1508,111,Apr,20,2,SANETAKA-KOKI,4.3,39.74
1509,102,Apr,12,2,SANETAKA-KOKI,6.9,44.42
1510,110,Apr,20,2,SANETAKA-KOKI,4.6,40.28
1511,111,Apr,21,2,SANETAKA-KOKI,4.3,39.74
1512,109,Apr,18,2,SANETAKA-KOKI,4.9,40.82
1513,110,Apr,20,2,SANETAKA-KOKI,4.6,40.28
1514,105,Apr,15,2,MORIMITSU-KOKI,6,42.8
1515,111,Apr,21,2,SAISHOSO,4.3,39.74
1516,104,Apr,13,2,SAISHOSO,6.3,43.34
1517,106,Apr,16,2,NISUIKI,5.7,42.26
1518,115,Apr,25,1,NISUIKI,3.2,37.76
1519,111,Apr,21,2,NISUIKI,4.3,39.74
1520,105,Apr,14,2,NISUIKI,6,42.8
1521,107,Apr,17,1,NISUIKI,5.4,41.72
1522,103,Apr,13,2,NISUIKI,6.6,43.88
1523,109,Apr,19,2,SANETAKA-KOKI,4.9,40.82
1524,109,Apr,18,1,SANETAKA-KOKI,4.9,40.82
1525,104,Apr,14,2,NISUIKI,6.3,43.34
1526,113,Apr,23,2,NISUIKI,3.8,38.84
1527,105,Apr,15,2,NISUIKI,6,42.8
1528,106,Apr,15,2,NISUIKI,5.7,42.26
1529,107,Apr,17,2,SANETAKA-KOKI,5.4,41.72
1530,107,Apr,17,2,NISUIKI,5.4,41.72
1531,103,Apr,13,2,NISUIKI,6.6,43.88
1532,108,Apr,17,2,SANETAKA-KOKI,5.2,41.36
1533,111,Apr,21,3,OYUDONONO-UENO-NIKKI [EDA],4.3,39.74
1534,108,Apr,18,4,GONARAIN-GYOSEI-BASSHO,5.2,41.36
1535,95,Apr,5,1,GONARAIN-SHINNKI,8.9,48.02
1536,108,Apr,17,3,OYUDONONO-UENO-NIKKI [EDA],5.2,41.36
1537,108,Apr,18,3,OYUDONONO-UENO-NIKKI [EDA],5.2,41.36
1538,112,Apr,22,2,NINAGAWA-CHIKATOSHI-NIKKI,4.1,39.38
1539,120,Apr,30,3,OYUDONONO-UENO-NIKKI [EDA],2,35.6
1540,122,May,1,3,OYUDONONO-UENO-NIKKI [EDA],1.5,34.7
1541,109,Apr,19,3,OYUDONONO-UENO-NIKKI [EDA],4.9,40.82
1542,102,Apr,12,1,TOKITSUGU-KYOKI,6.9,44.42
1543,119,Apr,29,3,OYUDONONO-UENO-NIKKI [EDA],2.2,35.96
1544,107,Apr,16,2,TOKITSUGU-KYOKI,5.4,41.72
1545,97,Apr,7,3,OYUDONONO-UENO-NIKKI [EDA],8.3,46.94
1546,112,Apr,22,2,TOKITSUGU-KYOKI,4.1,39.38
1547,104,Apr,14,3,OYUDONONO-UENO-NIKKI [EDA],6.3,43.34
1548,118,Apr,27,2,TOKITSUGU-KYOKI,2.5,36.5
1549,117,Apr,27,3,(SHIRYO-SORAN),2.7,36.86
1550,111,Apr,21,2,TOKITSUGU-KYOKI,4.3,39.74
1551,109,Apr,19,3,OYUDONONO-UENO-NIKKI [EDA],4.9,40.82
1552,104,Apr,13,2,TOKITSUGU-KYOKI,6.3,43.34
1553,119,Apr,29,3,OYUDONONO-UENO-NIKKI [EDA],2.2,35.96
1554,NA,NA,NA,NA,-,NA,NA
1555,101,Apr,11,2,OYUDONONO-UENO-NIKKI,7.2,44.96
1556,120,Apr,29,3,OYUDONONO-UENO-NIKKI [EDA],2,35.6
1557,93,Apr,3,2,TOKITSUGU-KYOKI,9.6,49.28
1558,111,Apr,21,3,OYUDONONO-UENO-NIKKI [EDA],4.3,39.74
1559,96,Apr,6,2,OYUDONONO-UENO-NIKKI,8.6,47.48
1560,100,Apr,9,2,DAINIHON-SHIRYO,7.4,45.32
1561,102,Apr,12,2,OYUDONONO-UENO-NIKKI,6.9,44.42
1562,99,Apr,9,2,OYUDONONO-UENO-NIKKI [EDA],7.7,45.86
1563,99,Apr,9,2,(SHIRYO-SORAN),7.7,45.86
1564,109,Apr,18,2,OYUDONONO-UENO-NIKKI,4.9,40.82
1565,114,Apr,24,2,(SHIRYO-SORAN),3.5,38.3
1566,97,Apr,7,2,(SHIRYO-SORAN),8.3,46.94
1567,108,Apr,18,2,OYUDONONO-UENO-NIKKI,5.2,41.36
1568,106,Apr,15,2,ATOKAGAMI,5.7,42.26
1569,NA,NA,NA,NA,-,NA,NA
1570,112,Apr,22,1,TOKITSUGU-KYOKI,4.1,39.38
1571,108,Apr,18,3,OYUDONONO-UENO-NIKKI [EDA],5.2,41.36
1572,107,Apr,16,3,OYUDONONO-UENO-NIKKI [EDA],5.4,41.72
1573,NA,NA,NA,NA,-,NA,NA
1574,98,Apr,8,8,EST-from-WF(MASAATSUKYO-EISO),8,46.4
1575,NA,NA,NA,NA,-,NA,NA
1576,109,Apr,18,3,OYUDONONO-UENO-NIKKI [EDA],4.9,40.82
1577,100,Apr,10,1,SHINCHO-KOKI,7.4,45.32
1578,NA,NA,NA,NA,-,NA,NA
1579,102,Apr,12,2,DAINIHON-SHIRYO,6.9,44.42
1580,97,Apr,6,2,DAINIHON-SHIRYO,8.3,46.94
1581,105,Apr,15,3,OYUDONONO-UENO-NIKKI [EDA],6,42.8
1582,NA,NA,NA,NA,-,NA,NA
1583,108,Apr,18,1,OYUDONONO-UENO-NIKKI,5.2,41.36
1584,106,Apr,15,2,SHUNKYUKI(DAIGO),5.7,42.26
1585,105,Apr,15,2,UNONOMONDOKI,6,42.8
1586,106,Apr,16,2,OYUDONONO-UENO-NIKKI,5.7,42.26
1587,105,Apr,15,3,OYUDONONO-UENO-NIKKI,6,42.8
1588,106,Apr,15,2,NA,5.7,42.26
1589,105,Apr,15,2,OYUDONONO-UENO-NIKKI,6,42.8
1590,102,Apr,12,2,(SHIRYO-SORAN),6.9,44.42
1591,94,Apr,4,2,HARETOYOKI,9.3,48.74
1592,98,Apr,7,4,TOKITSUNE-KYOKI,8,46.4
1593,113,Apr,23,2,TOKITSUNE-KYOKI(DAIGO),3.8,38.84
1594,93,Apr,3,2,(DAINIHON-SHIRYO(FUSHIMI)),9.6,49.28
1595,111,Apr,21,3,OYUDONONO-UENO-NIKKI,4.3,39.74
1596,104,Apr,13,2,GIENJUNKO-NIKKI(DAIGO),6.3,43.34
1597,114,Apr,24,2,GIENJUNKO-NIKKI(DAIGO),3.5,38.3
1598,110,Apr,20,2,GIENJUNKO-NIKKI(DAIGO),4.6,40.28
1599,103,Apr,13,2,GIENJUNKO-NIKKI(DAIGO),6.6,43.88
1600,101,Apr,10,2,GIENJUNKO-NIKKI(DAIGO),7.2,44.96
1601,93,Apr,3,1,GIENJUNKO-NIKKI(DAIGO),9.6,49.28
1602,107,Apr,17,1,GIENJUNKO-NIKKI(DAIGO),5.4,41.72
1603,99,Apr,9,1,GIENJUNKO-NIKKI(DAIGO),7.7,45.86
1604,95,Apr,4,1,GIENJUNKO-NIKKI(DAIGO),8.9,48.02
1605,105,Apr,15,1,TOKIYOSHI-KYOKI,6,42.8
1606,106,Apr,16,2,TOKIYOSHI-KYOKI,5.7,42.26
1607,110,Apr,20,2,SHUNKYUKI(DAIGO),4.6,40.28
1608,NA,NA,NA,NA,-,NA,NA
1609,108,Apr,18,2,TOKIYOSHI-KYOKI,5.2,41.36
1610,110,Apr,20,2,KEICHO-NIKKENROKU,4.6,40.28
1611,NA,NA,NA,NA,-,NA,NA
1612,87,Mar,27,1,GIENJUNKO-NIKKI(DAIGO),11.5,52.7
1613,106,Apr,16,2,TOKIYOSHI-KYOKI,5.7,42.26
1614,103,Apr,13,1,TOKIYOSHI-KYOKI,6.6,43.88
1615,110,Apr,20,2,YASUSHIGE-KYOKI,4.6,40.28
1616,122,May,1,2,YASUSHIGE-KYOKI,1.5,34.7
1617,107,Apr,17,2,YASUSHIGE-KYOKI,5.4,41.72
1618,102,Apr,12,1,TOKIYOSHI-KYOKI,6.9,44.42
1619,93,Apr,3,2,(DAINIHON-SHIRYO),9.6,49.28
1620,NA,NA,NA,NA,-,NA,NA
1621,109,Apr,19,2,(DAINIHON-SHIRYO),4.9,40.82
1622,106,Apr,16,2,RYOGEN-IN-KI,5.7,42.26
1623,113,Apr,23,2,YASUSHIGE-KYOKI,3.8,38.84
1624,112,Apr,21,1,YASUSHIGE-KYOKI,4.1,39.38
1625,95,Apr,5,2,OYUDONONO-UENO-NIKKI,8.9,48.02
1626,100,Apr,10,2,(SHIRYO-SORAN),7.4,45.32
1627,NA,NA,NA,NA,-,NA,NA
1628,104,Apr,13,1,ROKUON-NICHIROKU,6.3,43.34
1629,112,Apr,22,1,YASUSHIGE-KYOKI,4.1,39.38
1630,NA,NA,NA,NA,-,NA,NA
1631,NA,NA,NA,NA,-,NA,NA
1632,104,Apr,13,1,TOKIYOSHI-KYOKI,6.3,43.34
1633,98,Apr,8,2,OUCHI-NIKKI,8,46.4
1634,96,Apr,6,2,MICHIFUSA-KOKI,8.6,47.48
1635,97,Apr,7,2,(SHIRYO-SORAN),8.3,46.94
1636,NA,NA,NA,NA,-,NA,NA
1637,105,Apr,15,2,TOKIYOSHI-KYOKI,6,42.8
1638,105,Apr,15,2,KAKUMEIKI,6,42.8
1639,108,Apr,18,2,KAKUMEIKI,5.2,41.36
1640,103,Apr,12,4,KYOHAKUSHU,6.6,43.88
1641,117,Apr,27,2,HIRAMATSUKE-HINAMI-SHIKI,2.7,36.86
1642,114,Apr,24,2,HIRAMATSUKE-HINAMI-SHIKI,3.5,38.3
1643,114,Apr,24,2,KAKUMEIKI,3.5,38.3
1644,105,Apr,14,2,HIRAMATSU-TOKIMORIKI,6,42.8
1645,99,Apr,9,2,HIRAMATSU-TOKIMORIKI,7.7,45.86
1646,87,Mar,28,2,SHOHO-2-NEN-IKO-NIKKI,11.5,52.7
1647,112,Apr,22,2,KAKUMEIKI,4.1,39.38
1648,NA,NA,NA,NA,-,NA,NA
1649,104,Apr,14,2,KAKUMEIKI,6.3,43.34
1650,102,Apr,12,2,KAKUMEIKI,6.9,44.42
1651,107,Apr,17,2,ZOKU-SHIGUSHO,5.4,41.72
1652,107,Apr,16,2,KAKUMEIKI,5.4,41.72
1653,112,Apr,22,2,KAKUMEIKI,4.1,39.38
1654,104,Apr,14,2,KAKUMEIKI,6.3,43.34
1655,104,Apr,14,2,ISHIKAWA-NIKKI,6.3,43.34
1656,103,Apr,12,1,ISHIKAWA-NIKKI,6.6,43.88
1657,NA,NA,NA,NA,-,NA,NA
1658,108,Apr,18,2,KAKUMEIKI,5.2,41.36
1659,NA,NA,NA,NA,-,NA,NA
1660,111,Apr,20,2,KAKUMEIKI,4.3,39.74
1661,93,Apr,3,4,BURUI-GENYO-WAKASHU,9.6,49.28
1662,110,Apr,20,1,KAKUMEIKI,4.6,40.28
1663,105,Apr,15,2,KAKUMEIKI,6,42.8
1664,105,Apr,14,2,KAKUMEIKI,6,42.8
1665,112,Apr,22,2,KAKUMEIKI,4.1,39.38
1666,108,Apr,18,2,KIMITOSHI-KYOKI,5.2,41.36
1667,112,Apr,22,2,HAMURO-YORINARI-KI,4.1,39.38
1668,110,Apr,19,2,GYOJO-HOSSINNO-NIKKI [TOYOKUNI],4.6,40.28
1669,104,Apr,14,2,HAMURO-YORINARI-KI,6.3,43.34
1670,102,Apr,12,1,GYOJO-HOSSINNO-NIKKI,6.9,44.42
1671,116,Apr,26,2,GYOJO-HOSSINNO-NIKKI [KINDAI],3,37.4
1672,112,Apr,21,1,GYOJO-HOSSINNO-NIKKI [SEIRYODEN],4.1,39.38
1673,105,Apr,15,1,MUJOHOINDONO-GONIKKI,6,42.8
1674,115,Apr,25,2,GYOJO-HOSSINNO-NIKKI,3.2,37.76
1675,111,Apr,21,1,GYOJO-HOSSINNO-NIKKI [TOJI],4.3,39.74
1676,103,Apr,12,2,GYOJO-HOSSINNO-NIKKI,6.6,43.88
1677,96,Apr,6,1,MUJOHOINDONO-GONIKKI,8.6,47.48
1678,109,Apr,19,1,GYOJO-HOSSINNO-NIKKI [HIGASHI-IWAKURA],4.9,40.82
1679,114,Apr,24,2,MUJOHOINDONO-GONIKKI,3.5,38.3
1680,109,Apr,18,1,GYOJO-HOSSINNO-NIKKI [KIYOMIZU-CHIONIN],4.9,40.82
1681,110,Apr,20,3,OYUDONONO-UENO-NIKKI [EDA],4.6,40.28
1682,104,Apr,14,1,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA],6.3,43.34
1683,108,Apr,18,2,ITO-JINSAI-NIKKI,5.2,41.36
1684,118,Apr,27,1,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA],2.5,36.5
1685,106,Apr,16,3,OYUDONONO-UENO-NIKKI [EDA],5.7,42.26
1686,104,Apr,14,1,GYOJO-HOSSINNO-NIKKI,6.3,43.34
1687,104,Apr,14,1,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA],6.3,43.34
1688,114,Apr,23,2,GYOJO-HOSSINNO-NIKKI,3.5,38.3
1689,97,Apr,7,1,GYOJO-HOSSINNO-NIKKI [KOSAKATEI],8.3,46.94
1690,93,Apr,3,2,GYOJO-HOSSINNO-NIKKI [KOSAKATEI],9.6,49.28
1691,103,Apr,13,2,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA],6.6,43.88
1692,109,Apr,18,2,GYOJO-HOSSINNO-NIKKI [CHIONIN],4.9,40.82
1693,107,Apr,17,2,GYOJO-HOSSINNO-NIKKI [HIGASHIYAMA],5.4,41.72
1694,109,Apr,19,2,MYOHOIN-HINAMIKI,4.9,40.82
1695,120,Apr,30,2,MYOHOIN-HINAMIKI,2,35.6
1696,114,Apr,23,1,MOTOKAZU-KYOKI,3.5,38.3
1697,111,Apr,21,2,SADAMOTO-KYOKI,4.3,39.74
1698,101,Apr,11,2,MOTOKAZU-KYOKI,7.2,44.96
1699,97,Apr,7,2,MOTOHIRO-KOKI,8.3,46.94
1700,116,Apr,26,2,CHIONIN-NICHIKAGAMI,3,37.4
1701,112,Apr,22,2,MOTOKAZU-KYOKI,4.1,39.38
1702,116,Apr,26,2,MOTOHIRO-KOKI,3,37.4
1703,103,Apr,13,1,MYOHOIN-HINAMIKI,6.6,43.88
1704,113,Apr,22,2,MYOHOIN-HINAMIKI,3.8,38.84
1705,109,Apr,19,1,MYOHOIN-HINAMIKI,4.9,40.82
1706,115,Apr,25,1,KANEKA-KYOKI,3.2,37.76
1707,111,Apr,21,1,MYOHOIN-HINAMIKI,4.3,39.74
1708,103,Apr,12,1,MOTOHIRO-KOKI,6.6,43.88
1709,106,Apr,16,2,MOTOHIRO-KOKI,5.7,42.26
1710,NA,NA,NA,NA,-,NA,NA
1711,NA,NA,NA,NA,-,NA,NA
1712,NA,NA,NA,NA,-,NA,NA
1713,104,Apr,14,1,MYOHOIN-HINAMIKI,6.3,43.34
1714,108,Apr,18,1,MYOHOIN-HINAMIKI,5.2,41.36
1715,107,Apr,17,2,CHIONIN-NICHIKAGAMI,5.4,41.72
1716,110,Apr,19,1,MYOHOIN-HINAMIKI,4.6,40.28
1717,98,Apr,8,1,MOTOHIRO-KOKI,8,46.4
1718,102,Apr,12,1,MOTOHIRO-KOKI,6.9,44.42
1719,102,Apr,12,1,MOTOHIRO-KOKI,6.9,44.42
1720,114,Apr,23,1,NAKANOIN-MICHIEDAKI,3.5,38.3
1721,95,Apr,5,1,MOTOHIRO-KOKI,8.9,48.02
1722,100,Apr,10,1,MOTOHIRO-KOKI,7.4,45.32
1723,104,Apr,14,1,KIMIAKI-KYOKI,6.3,43.34
1724,99,Apr,8,2,MYOHOIN-HINAMIKI,7.7,45.86
1725,106,Apr,16,2,MOTONAGA-KYOKI,5.7,42.26
1726,116,Apr,26,2,KAIKI,3,37.4
1727,112,Apr,22,2,KAIKI,4.1,39.38
1728,104,Apr,13,2,KAIKI,6.3,43.34
1729,105,Apr,15,1,MYOHOIN-HINAMIKI,6,42.8
1730,NA,NA,NA,NA,-,NA,NA
1731,104,Apr,14,2,MITSUTSUNA-KYOKI,6.3,43.34
1732,108,Apr,17,2,GYOKYO-HOSSINNO-NIKKI,5.2,41.36
1733,107,Apr,17,2,MYOHOIN-HINAMIKI,5.4,41.72
1734,102,Apr,12,2,MYOHOIN-HINAMIKI [ARASHIYAMA],6.9,44.42
1735,101,Apr,11,2,MYOHOIN-HINAMIKI,7.2,44.96
1736,106,Apr,15,1,MICHIE-KOKI,5.7,42.26
1737,93,Apr,3,2,MYOHOIN-HINAMIKI,9.6,49.28
1738,101,Apr,11,2,MYOHOIN-HINAMIKI,7.2,44.96
1739,110,Apr,20,2,MICHIE-KOKI,4.6,40.28
1740,115,Apr,24,2,MYOHOIN-HINAMIKI,3.2,37.76
1741,109,Apr,19,2,MYOHOIN-HINAMIKI,4.9,40.82
1742,109,Apr,19,2,MYOHOIN-HINAMIKI,4.9,40.82
1743,108,Apr,18,2,MYOHOIN-HINAMIKI,5.2,41.36
1744,98,Apr,7,1,MYOHOIN-HINAMIKI,8,46.4
1745,105,Apr,15,1,MICHIE-KOKI,6,42.8
1746,110,Apr,20,2,MICHIE-KOKI,4.6,40.28
1747,101,Apr,11,1,MICHIE-KOKI,7.2,44.96
1748,96,Apr,5,2,MYOHOIN-HINAMIKI,8.6,47.48
1749,100,Apr,10,1,MYOHOIN-HINAMIKI,7.4,45.32
1750,110,Apr,20,2,MYOHOIN-HINAMIKI,4.6,40.28
1751,103,Apr,13,2,NAKANOIN-MICHIEDAKI,6.6,43.88
1752,110,Apr,19,1,NAKANOIN-MICHIEDAKI,4.6,40.28
1753,96,Apr,6,1,NAKANOIN-MICHIEDAKI,8.6,47.48
1754,115,Apr,25,2,SADAYUKI-KYOKI,3.2,37.76
1755,120,Apr,30,1,SADAYUKI-KYOKI,2,35.6
1756,109,Apr,18,1,NORINAGA-ZAIKYO-NIKKI,4.9,40.82
1757,112,Apr,22,2,MYOHOIN-HINAMIKI,4.1,39.38
1758,101,Apr,11,2,MYOHOIN-HINAMIKI,7.2,44.96
